CustomerName,CustomerPhone,DueDate,GovId,Id,InterestRate,MetalType,PrincipalAmount,ProductDescription,Purity,StartDate,Status,TotalRepaid,Weight
Amit Verma,9285574683,2026-08-17,NUFWFLGZN5,L-04557,1.71,GOLD,102873,Gold Necklace Set,22K,2025-07-04,OVERDUE,48346,15.19
Suresh Modi,9701008974,2026-01-11,Z9FOEXOBYO,L-04558,0.51,GOLD,88972,Gold Ring,22K,2024-12-10,ACTIVE,18806,22.96
Pooja Desai,9938718037,2026-12-02,HZHYCMEZQG,L-04559,1.57,GOLD,55739,Gold Bracelet,22K,2023-09-21,ACTIVE,3631,8.22
Kavita Verma,9641978968,2026-11-28,M6FVFLV1M1,L-04560,2.16,GOLD,51217,Gold Bracelet,22K,2024-09-22,CLOSED,4831,8.51
Ravi Reddy,9447680490,2025-11-28,35CRQ27PY3,L-04561,2.05,GOLD,124462,Gold Ring,22K,2024-07-17,OVERDUE,53253,4.47
Gaurav Bose,9944019809,2026-01-14,K22MQAVK56,L-04562,1.16,GOLD,285892,Gold Ring,22K,2023-09-25,OVERDUE,32061,21.04
Neha Modi,9196439719,2026-05-12,QQI3NZC99D,L-04563,1.49,GOLD,184989,Gold Bangles (4 pcs),22K,2023-04-17,ACTIVE,10767,2.76
Neha Reddy,9302601994,2025-06-22,ER97VAIAW7,L-04564,1.60,GOLD,401195,Gold Ring,22K,2023-02-08,CLOSED,157295,20.17
Nitin Reddy,9473429977,2025-04-09,2O07UOQJ0Q,L-04565,0.84,GOLD,176564,Gold Bracelet,22K,2024-02-11,ACTIVE,68786,24.96
Anita Patel,9541067947,2025-04-29,P988DABU7X,L-04566,2.18,GOLD,134945,Gold Bangles (4 pcs),22K,2025-10-20,OVERDUE,55234,6.78
Anjali Gupta,9328224423,2025-11-22,AAVK9Z3EBQ,L-04567,2.22,GOLD,309763,Gold Bracelet,22K,2023-03-18,ACTIVE,123239,30.05
Swati Gupta,9706310275,2025-11-14,NYQYUNSRV1,L-04568,1.36,GOLD,477846,Gold Bangles (4 pcs),22K,2023-09-27,ACTIVE,51759,8.03
Meena Das,9741657612,2025-07-27,45WTVQGD0V,L-04569,2.21,GOLD,390156,Gold Earrings,22K,2024-10-25,ACTIVE,102464,13.85
Rohit Gupta,9345472092,2026-09-04,73O9KQEW5X,L-04570,1.55,GOLD,126205,Gold Chain (Man),22K,2023-09-12,ACTIVE,6389,17.22
Neha Trivedi,9686047902,2025-12-27,JBBX50FCSN,L-04571,2.41,GOLD,36895,Gold Chain (Man),22K,2023-06-15,ACTIVE,4608,12.1
Sanjay Das,9104585638,2025-07-20,AUB06A6U40,L-04572,1.07,GOLD,298490,Gold Bangles (4 pcs),22K,2025-08-28,CLOSED,23482,18.86
Arun Agarwal,9247917676,2025-12-15,D0OR6T3ZM5,L-04573,2.32,GOLD,472984,Gold Bangles (4 pcs),22K,2024-02-17,OVERDUE,235131,25.68
Sunita Trivedi,9367102010,2026-03-27,TMOKJUQF57,L-04574,1.17,GOLD,174423,Gold Necklace Set,22K,2023-06-17,ACTIVE,40521,13.4
Amit Pillai,9811615436,2026-11-06,X0BKS3GXQG,L-04575,0.53,GOLD,371015,Gold Bracelet,22K,2023-10-21,ACTIVE,105266,19.7
Suresh Desai,9620799891,2025-11-12,Z8Z1HDL50Q,L-04576,1.91,GOLD,305175,Gold Ring,22K,2024-06-27,ACTIVE,45981,12.53
Nitin Singh,9180628123,2025-01-16,MF4EGZ1ZG8,L-04577,1.93,GOLD,362585,Gold Earrings,22K,2025-06-25,ACTIVE,128469,9.49
Rohit Reddy,9191714368,2026-06-22,HPXAWG9FN4,L-04578,1.23,GOLD,17103,Gold Bangles (4 pcs),22K,2024-10-18,CLOSED,6780,27.45
Nitin Das,9268631869,2026-04-23,OWEDXRI6LL,L-04579,1.70,GOLD,420215,Gold Necklace Set,22K,2025-09-12,OVERDUE,152666,21.05
Neha Reddy,9840055420,2025-10-26,7FN5LPMTX3,L-04580,1.35,GOLD,228581,Gold Bracelet,22K,2024-08-13,ACTIVE,69743,2.83
Swati Shah,9391493710,2025-01-17,A91FGRX1Q2,L-04581,1.04,GOLD,485249,Gold Bracelet,22K,2025-05-16,CLOSED,174758,19.96
Manoj Kumar,9812816940,2026-02-18,QK9BUHO2J5,L-04582,1.85,GOLD,215440,Gold Necklace Set,22K,2025-07-06,ACTIVE,93357,24.56
Ravi Jain,9845953391,2026-06-24,A3IGIBG9FN,L-04583,2.21,GOLD,398460,Gold Bracelet,22K,2025-07-22,ACTIVE,151404,27.94
Neha Chopra,9951320405,2026-07-31,2ZR93QZI21,L-04584,1.93,GOLD,252810,Gold Earrings,22K,2023-01-14,ACTIVE,47623,14.82
Kavita Gupta,9851638480,2026-12-11,MUCSVQAN67,L-04585,1.54,GOLD,164796,Gold Ring,22K,2025-12-06,ACTIVE,68055,20.88
Ashok Mehta,9472049639,2026-10-17,28KUTUCSRX,L-04586,1.47,GOLD,97526,Gold Bangles (4 pcs),22K,2024-01-07,CLOSED,5488,16.11
Deepak Chopra,9818846777,2025-07-20,8AFNNEMYJ6,L-04587,0.67,GOLD,212780,Gold Ring,22K,2024-03-17,ACTIVE,87957,4.63
Anjali Gupta,9462859227,2026-09-05,VNR8KLKR59,L-04588,1.05,GOLD,404587,Gold Bangles (4 pcs),22K,2025-06-15,OVERDUE,118081,12.15
Anjali Nair,9561866463,2026-03-28,SBN49DFPUZ,L-04589,2.21,GOLD,288412,Gold Earrings,22K,2023-02-10,CLOSED,68395,8.41
Anita Shah,9980679446,2026-12-04,9I69F4OIIF,L-04590,1.06,GOLD,331691,Gold Bangles (4 pcs),22K,2025-12-11,ACTIVE,111533,29.15
Nitin Trivedi,9769525990,2026-02-03,87GBX3C47G,L-04591,2.00,GOLD,214884,Gold Necklace Set,22K,2023-07-01,OVERDUE,53072,8.62
Kavita Mehta,9996026785,2026-08-26,HPJ136MAPV,L-04592,0.98,GOLD,292939,Gold Chain (Man),22K,2025-04-21,OVERDUE,93613,17.91
Ashok Pillai,9426415040,2025-01-09,WA7HXSKEAV,L-04593,2.19,GOLD,169095,Gold Bangles (4 pcs),22K,2024-08-12,ACTIVE,7863,17.74
Ravi Mehta,9415824428,2025-04-08,L7SGZK3H8D,L-04594,2.02,GOLD,443389,Gold Bracelet,22K,2025-02-19,OVERDUE,210408,16.35
Priya Agarwal,9355322183,2025-11-28,6N9QOB84HC,L-04595,1.08,GOLD,103862,Gold Chain (Man),22K,2025-04-25,CLOSED,43722,2.45
Amit Kumar,9689314634,2026-04-20,Q1FDHW8O3N,L-04596,2.29,GOLD,415849,Gold Earrings,22K,2023-09-04,ACTIVE,148041,12.57
Lata Pillai,9424586627,2025-04-17,ZXUGR095X2,L-04597,1.03,GOLD,195587,Gold Bangles (4 pcs),22K,2025-07-10,ACTIVE,53629,6.27
Ravi Patel,9306588052,2025-09-04,EHJBC3OEBF,L-04598,0.70,GOLD,49645,Gold Bangles (4 pcs),22K,2023-09-27,OVERDUE,18076,20.93
Sanjay Kumar,9508979295,2025-02-16,YA3JFV2HHS,L-04599,2.40,GOLD,393553,Gold Ring,22K,2023-07-18,OVERDUE,161721,22.82
Ashok Desai,9908090419,2025-08-07,IS03HRQ5FG,L-04600,1.99,GOLD,113749,Gold Earrings,22K,2024-01-28,OVERDUE,1998,11.24
Ravi Iyer,9602688289,2026-06-17,QNZ1K1RVL6,L-04601,1.12,GOLD,45949,Gold Earrings,22K,2023-11-16,CLOSED,2824,22.5
Lata Verma,9506732410,2025-05-16,692B3VM28P,L-04602,1.87,GOLD,19608,Gold Earrings,22K,2024-01-23,ACTIVE,3139,10.27
Sunita Das,9247724968,2026-10-13,JFU8DE66OV,L-04603,1.54,GOLD,173664,Gold Chain (Man),22K,2023-12-06,ACTIVE,31584,23.08
Swati Agarwal,9988843225,2026-03-17,Q8NJD5P2Z6,L-04604,0.92,GOLD,77399,Gold Ring,22K,2025-11-23,ACTIVE,3760,21.88
Sunita Pillai,9579161323,2025-01-02,6GSD5QYWZ9,L-04605,0.78,GOLD,156285,Gold Chain (Man),22K,2023-07-31,ACTIVE,1728,20.73
Ravi Singh,9777365766,2025-05-15,GEWTJ7KF3Q,L-04606,1.02,GOLD,453458,Gold Necklace Set,22K,2023-02-09,ACTIVE,49939,23.16
Ravi Desai,9430727149,2025-05-08,54QYBSK2SO,L-04607,1.74,GOLD,424209,Gold Chain (Man),22K,2024-01-28,ACTIVE,164691,12.24
Deepak Gupta,9717634585,2025-01-28,WRRPM17J5C,L-04608,1.11,GOLD,144296,Gold Ring,22K,2024-09-02,OVERDUE,58231,18.08
Amit Pillai,9231395823,2025-07-30,ISXHQ6T3PT,L-04609,2.06,GOLD,359806,Gold Bangles (4 pcs),22K,2025-08-27,ACTIVE,25648,8.42
Swati Shah,9606893844,2026-01-22,6HAHT8N1YE,L-04610,0.73,GOLD,170055,Gold Chain (Man),22K,2023-04-29,OVERDUE,36176,11.07
Sanjay Shah,9735991773,2025-03-18,Z72HITWVEI,L-04611,2.40,GOLD,133390,Gold Bracelet,22K,2024-05-27,ACTIVE,45611,20.71
Meena Singh,9305770328,2026-04-24,K0XYOW5X1Z,L-04612,1.87,GOLD,380377,Gold Bangles (4 pcs),22K,2025-05-21,CLOSED,24303,5.74
Pooja Reddy,9274571818,2025-04-20,UAT1JWPQUM,L-04613,2.50,GOLD,474912,Gold Chain (Man),22K,2025-04-26,OVERDUE,152531,26.23
Sanjay Iyer,9785208210,2025-11-18,Z9PRKM6KQ9,L-04614,0.80,GOLD,424698,Gold Earrings,22K,2023-03-24,ACTIVE,188923,24.94
Meena Nair,9449287536,2025-08-24,21UF2MRRX1,L-04615,1.23,GOLD,472308,Gold Necklace Set,22K,2024-08-01,ACTIVE,111564,4.28
Suresh Kumar,9754433092,2025-08-25,QJUD8SR82J,L-04616,1.98,GOLD,458596,Gold Ring,22K,2025-05-27,ACTIVE,23689,27.26
Neha Reddy,9595982924,2025-08-02,Y90ZUFU007,L-04617,1.11,GOLD,151508,Gold Bangles (4 pcs),22K,2025-05-12,ACTIVE,44124,6.04
Lata Iyer,9724433949,2026-02-27,ZJXVLNATHJ,L-04618,1.90,GOLD,398928,Gold Earrings,22K,2025-07-10,ACTIVE,32527,21.46
Rajesh Reddy,9358738626,2025-08-28,31SK3SBPE2,L-04619,1.09,GOLD,213524,Gold Bracelet,22K,2025-01-05,OVERDUE,71897,11.63
Deepak Modi,9500478840,2025-08-29,PBKQRUHI4I,L-04620,1.95,GOLD,178890,Gold Earrings,22K,2025-02-07,OVERDUE,18800,4.68
Meena Pillai,9200672853,2026-12-21,6L1G3J0LQ6,L-04621,0.93,GOLD,200398,Gold Necklace Set,22K,2025-08-20,CLOSED,56216,18.12
Priya Reddy,9105755030,2026-11-17,NVJDV9RO1A,L-04622,2.02,GOLD,70694,Gold Earrings,22K,2023-02-25,ACTIVE,15532,23.95
Deepak Agarwal,9110362137,2026-09-08,MZ3ZZYHIQW,L-04623,2.22,GOLD,450492,Gold Necklace Set,22K,2024-10-01,CLOSED,140480,19.2
Anjali Patel,9862870745,2025-08-05,XG8YB2HHA4,L-04624,2.34,GOLD,488662,Gold Chain (Man),22K,2025-09-16,ACTIVE,48994,23.13
Manoj Desai,9885453841,2025-01-06,SHIREW8ZAU,L-04625,0.75,GOLD,51107,Gold Bracelet,22K,2023-12-20,OVERDUE,3993,22.24
Kavita Mehta,9630094986,2025-07-07,091Z4857F2,L-04626,0.57,GOLD,358389,Gold Bracelet,22K,2023-06-07,OVERDUE,34178,7.97
Manoj Sharma,9775051605,2026-02-18,PXYS4NUSYF,L-04627,1.32,GOLD,45791,Gold Ring,22K,2025-12-04,CLOSED,22663,25.16
Kavita Verma,9336526600,2026-12-21,U7N0261XE6,L-04628,0.76,GOLD,46413,Gold Necklace Set,22K,2023-12-19,ACTIVE,6771,21.48
Amit Chopra,9183605773,2026-06-06,8KK0FVVUR3,L-04629,1.64,GOLD,498337,Gold Chain (Man),22K,2024-07-22,ACTIVE,234810,7.2
Deepak Desai,9146211219,2026-07-23,ZK20UHA62J,L-04630,1.35,GOLD,87062,Gold Ring,22K,2025-08-19,ACTIVE,29199,2.97
Pooja Modi,9525837063,2026-03-09,ROLCZMHW26,L-04631,0.63,GOLD,229085,Gold Chain (Man),22K,2024-03-15,ACTIVE,47345,23.11
Rohit Shah,9968392471,2026-11-22,5FV82MQHZ8,L-04632,1.97,GOLD,232189,Gold Necklace Set,22K,2024-02-17,CLOSED,43223,24.02
Rohit Sharma,9846801883,2025-01-04,ED18GZBTY2,L-04633,1.36,GOLD,373274,Gold Ring,22K,2024-05-01,ACTIVE,174422,22.01
Sita Desai,9751408444,2025-03-11,F4IP13FC8G,L-04634,0.94,GOLD,471064,Gold Necklace Set,22K,2024-05-06,CLOSED,44073,20.42
Arun Verma,9703466653,2025-09-17,JSNYXWXHV6,L-04635,0.64,GOLD,156923,Gold Bracelet,22K,2024-05-10,ACTIVE,29345,22.66
Kavita Mehta,9996026785,2025-02-23,4BN0TZ9UU7,L-04636,1.98,GOLD,388138,Gold Earrings,22K,2024-06-25,ACTIVE,88866,12.41
Gaurav Sharma,9434361062,2026-10-31,Q13GJHD2Z0,L-04637,1.34,GOLD,474206,Gold Necklace Set,22K,2024-02-25,ACTIVE,190261,10.18
Anjali Reddy,9660733131,2026-10-10,9UMYR7S9ER,L-04638,2.05,GOLD,482020,Gold Ring,22K,2023-03-09,OVERDUE,76947,26.79
Rajesh Sharma,9291618574,2026-09-14,993FIU3XL2,L-04639,0.80,GOLD,244254,Gold Ring,22K,2025-09-28,ACTIVE,58399,22.19
Deepak Kumar,9813705833,2025-02-23,7ZM4Q1JPXT,L-04640,2.30,GOLD,272637,Gold Chain (Man),22K,2024-10-06,OVERDUE,126024,12.88
Deepak Modi,9643495716,2026-11-12,TN824N237N,L-04641,2.12,GOLD,69857,Gold Bangles (4 pcs),22K,2024-01-27,OVERDUE,6860,18.24
Anita Nair,9510878544,2026-03-07,VLMI2QKOSL,L-04642,1.32,GOLD,332661,Gold Bracelet,22K,2024-12-12,OVERDUE,28613,26.31
Amit Iyer,9820306102,2025-08-25,TFGC3YVK4Z,L-04643,1.82,GOLD,345127,Gold Necklace Set,22K,2023-08-20,ACTIVE,161730,6.62
Nitin Gupta,9727170250,2025-02-08,SPQ9V6H4OZ,L-04644,1.81,GOLD,494048,Gold Earrings,22K,2023-02-24,ACTIVE,180911,14.68
Pooja Shah,9140306527,2026-11-13,9BM7LOT4NF,L-04645,1.88,GOLD,398070,Gold Bangles (4 pcs),22K,2024-03-22,ACTIVE,83085,25.86
Nitin Bose,9624188673,2026-06-07,0XVXDP9XSC,L-04646,0.73,GOLD,416392,Gold Necklace Set,22K,2023-11-07,OVERDUE,47337,23.54
Manoj Patel,9862412275,2025-12-18,QWLUJ4RBDX,L-04647,1.73,GOLD,293183,Gold Earrings,22K,2025-07-22,ACTIVE,123459,3.76
Rajesh Sharma,9291618574,2026-04-12,O6DHXV52A2,L-04648,2.03,GOLD,128640,Gold Bangles (4 pcs),22K,2024-12-11,OVERDUE,23969,9.82
Arun Reddy,9109148506,2025-12-18,0VG5535UMY,L-04649,0.66,GOLD,122548,Gold Earrings,22K,2025-03-17,ACTIVE,15045,29.53
Swati Agarwal,9975348004,2026-07-30,QWO1DJ785R,L-04650,0.91,GOLD,427771,Gold Necklace Set,22K,2023-08-06,ACTIVE,38445,26.06
Neha Reddy,9696444457,2025-07-18,SBFNMR3LTK,L-04651,0.58,GOLD,84971,Gold Earrings,22K,2025-06-16,ACTIVE,3813,5.91
Neha Gupta,9375556655,2026-09-21,Y467ZU2M1E,L-04652,0.71,GOLD,355182,Gold Necklace Set,22K,2025-08-21,CLOSED,82791,31.87
Sunita Mehta,9305500542,2025-07-09,6J832VYUH2,L-04653,1.58,GOLD,13955,Gold Bangles (4 pcs),22K,2025-02-16,CLOSED,799,29.91
Kavita Verma,9999448562,2026-09-14,Z61TJL4UAM,L-04654,2.07,GOLD,143445,Gold Bracelet,22K,2024-09-28,ACTIVE,29054,23.92
Swati Shah,9534457587,2026-09-03,PESMOV8X21,L-04655,2.44,GOLD,85757,Gold Chain (Man),22K,2025-03-10,ACTIVE,28646,7.33
Swati Gupta,9807730271,2026-11-04,GO6YXDZ1WS,L-04656,1.95,GOLD,111241,Gold Ring,22K,2023-04-28,ACTIVE,51556,28.9
Sanjay Mehta,9926696428,2025-08-19,OXRSUC00WN,L-04657,2.14,GOLD,300512,Gold Earrings,22K,2024-08-14,OVERDUE,44388,25.57
Arun Chopra,9100718839,2026-07-02,FUYT4B5DQ2,L-04658,2.02,GOLD,452447,Gold Bracelet,22K,2024-12-16,ACTIVE,194986,16.93
Anita Singh,9255245104,2025-09-24,ZQ57DGHDLT,L-04659,1.24,GOLD,121671,Gold Bracelet,22K,2025-05-18,ACTIVE,16411,7.11
Sunita Chopra,9416917929,2026-11-29,47QETISH53,L-04660,1.00,GOLD,256396,Gold Necklace Set,22K,2025-01-24,ACTIVE,23380,10.89
Gaurav Sharma,9217036584,2026-07-27,JMLYZJK49C,L-04661,2.25,GOLD,412207,Gold Bangles (4 pcs),22K,2023-02-02,ACTIVE,130272,30.3
Anjali Reddy,9446540723,2025-12-24,U12PANDIKX,L-04662,1.86,GOLD,39204,Gold Bangles (4 pcs),22K,2023-01-27,ACTIVE,16840,6.71
Deepak Chopra,9606125024,2026-01-04,IID83G0Y8D,L-04663,2.03,GOLD,161870,Gold Bracelet,22K,2024-04-20,ACTIVE,69899,7.69
Deepak Singh,9311208275,2025-08-23,0HWZ8AA38K,L-04664,1.49,GOLD,90838,Gold Ring,22K,2025-01-13,ACTIVE,13602,3.6
Priya Agarwal,9351554566,2026-05-18,GWM8ITJMQW,L-04665,1.90,GOLD,175582,Gold Necklace Set,22K,2024-03-15,ACTIVE,75365,15.59
Arun Trivedi,9305039457,2026-07-20,03XRW3RQUG,L-04666,0.74,GOLD,430523,Gold Bangles (4 pcs),22K,2023-11-15,ACTIVE,191965,29.97
Gaurav Singh,9572852279,2025-06-11,7SIYJ0ODB3,L-04667,1.08,GOLD,327002,Gold Necklace Set,22K,2023-09-29,CLOSED,94093,10.13
Vikram Verma,9284973222,2025-12-05,RLPJTHQJ2O,L-04668,2.03,GOLD,368396,Gold Chain (Man),22K,2023-12-01,ACTIVE,135668,6.43
Pooja Das,9435865162,2026-11-06,3KD6AQS3U7,L-04669,1.56,GOLD,146271,Gold Earrings,22K,2025-10-09,ACTIVE,39733,28.3
Neha Reddy,9144047842,2025-02-21,B39YRWTOE4,L-04670,1.33,GOLD,74993,Gold Necklace Set,22K,2025-11-25,ACTIVE,25113,31.17
Rajesh Nair,9998353490,2026-01-21,5L4C8BTMU0,L-04671,1.24,GOLD,170743,Gold Chain (Man),22K,2025-01-03,ACTIVE,5902,12.28
Ravi Iyer,9545545884,2026-04-29,OX179BICS8,L-04672,1.24,GOLD,346864,Gold Chain (Man),22K,2024-10-13,ACTIVE,84906,10.29
Pooja Bose,9167286990,2025-09-07,LJBE8YDJO9,L-04673,1.30,GOLD,437902,Gold Bangles (4 pcs),22K,2024-02-19,ACTIVE,15754,25.77
Pooja Chopra,9990682704,2026-03-17,XBZ55L25YL,L-04674,1.87,GOLD,232692,Gold Bangles (4 pcs),22K,2025-05-05,CLOSED,105091,15.73
Rohit Gupta,9345472092,2026-01-16,9L5K8ZOLUS,L-04675,1.06,GOLD,277218,Gold Bracelet,22K,2024-02-10,CLOSED,89824,4.71
Sunita Nair,9534473900,2026-09-10,06HATBR1DS,L-04676,1.45,GOLD,120818,Gold Chain (Man),22K,2024-08-22,ACTIVE,50789,29.89
Vikram Agarwal,9311806499,2025-02-16,BWDYC89OUQ,L-04677,2.41,GOLD,458337,Gold Bangles (4 pcs),22K,2024-07-15,ACTIVE,105080,24
Kavita Iyer,9569613072,2025-07-17,1UACWUQUBQ,L-04678,0.62,GOLD,104502,Gold Chain (Man),22K,2023-10-12,OVERDUE,49791,20.04
Suresh Bose,9880201503,2026-05-13,EDEVD6SFRT,L-04679,1.07,GOLD,326632,Gold Chain (Man),22K,2024-07-21,ACTIVE,39713,18.55
Rohit Singh,9437153610,2025-07-16,97YOAQK3IF,L-04680,1.69,GOLD,214236,Gold Ring,22K,2023-12-08,ACTIVE,4869,20.79
Ravi Kumar,9311323434,2025-10-31,5VUMIEAIVG,L-04681,1.29,GOLD,265328,Gold Chain (Man),22K,2023-01-07,CLOSED,30470,17.54
Rekha Desai,9713392125,2026-12-29,XM8N09FPER,L-04682,1.73,GOLD,450145,Gold Bracelet,22K,2025-05-24,OVERDUE,63171,15.57
Arun Jain,9739050385,2025-09-24,TW5I1PQ8JV,L-04683,0.74,GOLD,284763,Gold Bangles (4 pcs),22K,2023-05-29,CLOSED,140479,30.1
Rajesh Mehta,9890999133,2025-10-20,8QUOTZ98B6,L-04684,2.20,GOLD,410528,Gold Earrings,22K,2023-12-14,OVERDUE,43022,14.39
Deepak Modi,9837291131,2026-03-25,ISXAOCN2ZX,L-04685,2.16,GOLD,191104,Gold Necklace Set,22K,2025-02-12,ACTIVE,84027,23.66
Meena Modi,9240228745,2026-02-27,AF14SAJL8O,L-04686,1.43,GOLD,212229,Gold Necklace Set,22K,2025-10-20,OVERDUE,5957,25.9
Rajesh Patel,9359088270,2026-03-21,6SXGDM1PT3,L-04687,1.17,GOLD,344376,Gold Earrings,22K,2024-07-04,ACTIVE,39717,5.95
Deepak Agarwal,9578787208,2025-01-13,V1HY19ALYG,L-04688,1.26,GOLD,298169,Gold Necklace Set,22K,2023-02-02,ACTIVE,109913,6.67
Kavita Modi,9609088767,2025-10-02,ON813UGMAZ,L-04689,1.68,GOLD,113495,Gold Bangles (4 pcs),22K,2025-12-11,ACTIVE,46148,12.36
Rohit Mehta,9484815485,2025-03-03,LT1KBCT52X,L-04690,1.83,GOLD,386761,Gold Earrings,22K,2023-07-18,ACTIVE,48524,28.48
Meena Pillai,9763639981,2025-02-28,FMKCKY59LI,L-04691,1.53,GOLD,24941,Gold Ring,22K,2023-11-27,OVERDUE,11629,15.77
Pooja Shah,9462745236,2026-11-02,APSAH9F1VA,L-04692,0.73,GOLD,288433,Gold Necklace Set,22K,2023-11-13,OVERDUE,25279,13.89
Gaurav Shah,9164790723,2026-02-23,TEIDBLY9L4,L-04693,2.13,GOLD,39310,Gold Bangles (4 pcs),22K,2024-09-19,OVERDUE,8271,13.45
Swati Shah,9153872067,2025-10-01,RO3ADS6YZ5,L-04694,2.17,GOLD,492691,Gold Chain (Man),22K,2025-10-22,CLOSED,47531,22.84
Priya Sharma,9829283068,2025-07-10,878L8Y198L,L-04695,0.54,GOLD,60343,Gold Ring,22K,2023-02-19,ACTIVE,15675,13.13
Sita Nair,9936673098,2026-07-03,V45TLIBC46,L-04696,0.73,GOLD,213262,Gold Bangles (4 pcs),22K,2025-01-11,ACTIVE,91031,21.6
Gaurav Mehta,9175710181,2026-06-27,4MJFU6HH7E,L-04697,1.33,GOLD,458382,Gold Earrings,22K,2023-04-12,ACTIVE,162721,25.74
Arun Kumar,9643951220,2026-04-15,1GS6ILISVP,L-04698,1.18,GOLD,255273,Gold Ring,22K,2024-05-19,ACTIVE,25836,11.9
Anita Trivedi,9563874118,2025-07-11,J2GEO30JOI,L-04699,2.21,GOLD,273923,Gold Ring,22K,2025-08-12,ACTIVE,66971,31.96
Pooja Modi,9210433417,2026-01-09,WH0M581KFO,L-04700,0.76,GOLD,210994,Gold Ring,22K,2023-12-11,ACTIVE,14878,2.11
Anjali Modi,9836720598,2026-10-07,I1AWYJRSBH,L-04701,1.51,GOLD,429349,Gold Ring,22K,2024-08-17,ACTIVE,76500,16.94
Ravi Mehta,9430494733,2026-11-07,3HVZYPZNLT,L-04702,0.54,GOLD,394437,Gold Ring,22K,2025-01-10,OVERDUE,56129,9.9
Sita Nair,9307817587,2026-12-29,ZG55ASTFDO,L-04703,1.67,GOLD,262442,Gold Necklace Set,22K,2025-06-27,ACTIVE,663,15.9
Ashok Chopra,9552592036,2026-02-07,3ONRIKJPPK,L-04704,0.85,GOLD,491085,Gold Ring,22K,2023-04-10,ACTIVE,34269,20.14
Sanjay Desai,9161350810,2025-02-10,O8PSL98UQF,L-04705,0.51,GOLD,271194,Gold Ring,22K,2024-10-21,ACTIVE,63555,9.81
Deepak Desai,9360561726,2025-04-17,FS5GMFCAL3,L-04706,1.16,GOLD,82521,Gold Ring,22K,2023-07-24,CLOSED,41039,18.67
Anita Trivedi,9425881944,2025-09-16,61YOSVH4TH,L-04707,0.93,GOLD,346859,Gold Necklace Set,22K,2024-09-19,CLOSED,147742,17.23
Sanjay Iyer,9418306169,2025-11-11,JIZ9SA5S45,L-04708,0.55,GOLD,146853,Gold Necklace Set,22K,2023-06-06,OVERDUE,72702,11.62
Suresh Patel,9503961440,2026-07-15,WE85W9I8D6,L-04709,1.53,GOLD,351540,Gold Bangles (4 pcs),22K,2024-11-29,OVERDUE,108333,28.92
Vikram Nair,9871558696,2025-12-15,SKID0ADGWR,L-04710,2.03,GOLD,367803,Gold Bracelet,22K,2024-07-02,ACTIVE,80185,10.61
Manoj Nair,9805009081,2025-06-09,D60ZZPGP4L,L-04711,1.11,GOLD,110825,Gold Earrings,22K,2025-08-16,CLOSED,22669,10.75
Ravi Sharma,9449762241,2025-07-16,BFHQQJD17Y,L-04712,0.60,GOLD,457998,Gold Chain (Man),22K,2023-03-07,OVERDUE,142151,18.25
Arun Sharma,9431687287,2025-10-07,HSZ5Y6ZPE9,L-04713,1.02,GOLD,309022,Gold Necklace Set,22K,2025-12-01,ACTIVE,130990,29.9
Nitin Kumar,9199419771,2025-08-08,3936K1MDQ6,L-04714,1.08,GOLD,356960,Gold Bangles (4 pcs),22K,2024-12-16,ACTIVE,163712,16.43
Anita Jain,9766168840,2025-07-06,NHAJQIHTPS,L-04715,1.73,GOLD,66200,Gold Bracelet,22K,2023-08-16,ACTIVE,32250,26.12
Rekha Chopra,9768063399,2026-05-07,BSB6CS524R,L-04716,0.73,GOLD,366253,Gold Bangles (4 pcs),22K,2024-07-28,ACTIVE,137277,14.98
Sanjay Pillai,9741153476,2025-08-26,H7R96SBM3Y,L-04717,1.58,GOLD,39807,Gold Chain (Man),22K,2023-01-15,ACTIVE,10809,2.53
Meena Iyer,9601486008,2026-08-06,00Q1MOCZT6,L-04718,1.19,GOLD,27496,Gold Chain (Man),22K,2024-08-30,ACTIVE,3737,5.93
Anjali Bose,9538042485,2026-07-12,JXFPIQ67U3,L-04719,0.68,GOLD,173748,Gold Earrings,22K,2024-09-02,OVERDUE,33487,25.5
Ravi Agarwal,9980990462,2025-10-15,HYO560FCLU,L-04720,1.23,GOLD,95927,Gold Bracelet,22K,2025-11-20,ACTIVE,32531,16.9
Gaurav Das,9545133787,2026-12-27,F6ZC5M0706,L-04721,1.98,GOLD,123447,Gold Bracelet,22K,2025-10-25,ACTIVE,59338,27.33
Neha Jain,9240122816,2025-07-12,CLACFCWW6C,L-04722,1.40,GOLD,151530,Gold Bracelet,22K,2025-02-17,ACTIVE,33864,21.45
Suresh Das,9784479781,2026-10-22,IWARVNDVWZ,L-04723,2.20,GOLD,332899,Gold Bangles (4 pcs),22K,2023-04-18,OVERDUE,91755,21.81
Rohit Verma,9539656055,2025-07-09,H11MOZOW8V,L-04724,0.69,GOLD,495224,Gold Bracelet,22K,2023-10-27,ACTIVE,30289,25.58
Lata Desai,9679818195,2025-08-28,H4LOIC0BFJ,L-04725,0.66,GOLD,129461,Gold Bangles (4 pcs),22K,2025-10-01,CLOSED,36241,13.04
Rajesh Nair,9370403919,2025-01-20,JGK5DH1WBZ,L-04726,1.16,GOLD,417260,Gold Chain (Man),22K,2024-10-17,ACTIVE,132233,2.18
